session_id,customer_id,session_date,device,traffic_source,pages_viewed,session_duration_min,added_to_cart,made_purchase
S0007583,C01581,2026-03-10,Tablet,Referral,14,13.37,0,0
S0007584,C04996,2026-02-16,Desktop,Referral,3,6.96,1,0
S0007585,C02318,2025-09-30,Desktop,Referral,16,2.94,0,0
S0007586,C03127,2026-03-26,Mobile,Direct,6,38.3,0,0
S0007587,C00245,2025-05-28,Desktop,Social,24,19.0,0,0
S0007588,C03594,2026-01-11,Desktop,Organic,2,13.86,1,0
S0007589,C03243,2025-07-28,Mobile,Social,19,36.51,0,0
S0007590,C02231,2025-08-20,Desktop,Email,23,21.69,0,0
S0007591,C01092,2025-12-22,Mobile,Social,13,25.7,0,0
S0007592,C03086,2025-11-16,Mobile,Organic,24,11.02,0,0
S0007593,C04567,2026-02-28,Mobile,Referral,7,13.49,0,0
S0007594,C00311,2025-12-01,Mobile,Direct,19,8.24,1,1
S0007595,C04429,2026-02-25,Desktop,Email,18,7.23,0,1
S0007596,C03097,2025-11-14,Desktop,Paid Ads,24,19.27,0,0
S0007597,C01853,2025-08-17,Mobile,Email,22,27.41,0,0
S0007598,C00346,2025-09-11,Tablet,Organic,14,26.37,0,0
S0007599,C04175,2025-05-24,Desktop,Social,23,28.99,0,0
S0007600,C01974,2024-10-06,Mobile,Organic,8,27.34,0,0
S0007601,C00859,2024-10-14,Mobile,Social,15,22.01,0,0
S0007602,C01241,2025-07-08,Mobile,Referral,4,16.66,0,0
S0007603,C02286,2025-07-23,Mobile,Email,17,23.35,1,0
S0007604,C04674,2024-10-19,Tablet,Referral,16,30.43,0,0
S0007605,C03603,2026-03-12,Desktop,Direct,11,19.35,1,1
S0007606,C00073,2026-01-31,Desktop,Social,10,33.79,0,0
S0007607,C00414,2025-08-02,Desktop,Email,16,19.83,0,0
S0007608,C03183,2024-07-21,Desktop,Referral,24,25.21,0,0
S0007609,C03229,2024-12-08,Tablet,Social,7,29.25,0,0
S0007610,C00492,2024-11-14,Mobile,Organic,10,38.01,0,0
S0007611,C02840,2024-10-01,Mobile,Paid Ads,3,27.28,1,1
S0007612,C04287,2025-06-25,Desktop,Organic,7,7.03,0,0
S0007613,C00869,2025-12-16,Mobile,Organic,6,9.57,1,1
S0007614,C01599,2025-03-16,Desktop,Social,5,18.44,1,1
S0007615,C01649,2024-01-09,Desktop,Direct,14,3.54,1,1
S0007616,C04682,2026-01-17,Desktop,Paid Ads,1,6.62,1,1
S0007617,C02050,2024-09-29,Mobile,Organic,22,17.91,0,0
S0007618,C01672,2025-06-28,Mobile,Social,23,26.14,1,1
S0007619,C01930,2023-05-23,Desktop,Email,4,6.66,0,0
S0007620,C01069,2024-12-13,Desktop,Referral,20,21.31,0,0
S0007621,C03924,2023-07-21,Mobile,Referral,15,20.46,0,0
S0007622,C02490,2025-07-16,Mobile,Paid Ads,23,19.61,1,0
S0007623,C03303,2025-07-12,Desktop,Paid Ads,23,31.22,1,0
S0007624,C00088,2024-08-18,Desktop,Paid Ads,8,33.53,0,0
S0007625,C03535,2025-12-18,Mobile,Referral,23,8.91,0,0
S0007626,C02513,2026-03-11,Desktop,Email,8,32.51,0,0
S0007627,C03295,2025-08-25,Mobile,Organic,11,1.6,0,0
S0007628,C01398,2025-11-14,Desktop,Social,17,3.19,1,1
S0007629,C04323,2026-02-28,Mobile,Direct,6,35.21,0,0
S0007630,C04623,2026-02-02,Desktop,Organic,22,34.77,0,1
S0007631,C04228,2024-11-12,Mobile,Paid Ads,22,3.33,1,1
S0007632,C04297,2025-11-26,Tablet,Direct,18,23.37,0,0
S0007633,C01935,2025-03-23,Desktop,Paid Ads,4,11.25,0,0
S0007634,C04065,2025-10-06,Desktop,Social,4,14.35,1,0
S0007635,C01874,2025-10-14,Desktop,Organic,18,6.93,1,1
S0007636,C01089,2026-03-20,Mobile,Referral,17,24.05,1,1
S0007637,C01644,2025-08-13,Desktop,Direct,13,6.32,0,0
S0007638,C00277,2024-07-20,Desktop,Email,15,6.33,1,0
S0007639,C01448,2025-02-05,Mobile,Organic,20,26.97,0,0
S0007640,C02706,2026-03-25,Mobile,Organic,5,30.71,1,0
S0007641,C03561,2025-04-14,Mobile,Direct,2,22.69,0,0
S0007642,C01018,2024-03-24,Mobile,Organic,20,25.45,0,0
S0007643,C04068,2025-09-07,Mobile,Referral,10,22.68,0,0
S0007644,C00637,2024-06-11,Mobile,Email,22,31.34,0,0
S0007645,C00616,2024-07-14,Mobile,Organic,8,29.64,0,0
S0007646,C01101,2026-03-05,Mobile,Referral,7,1.3,0,0
S0007647,C04370,2025-09-27,Mobile,Email,8,27.93,0,0
S0007648,C03232,2025-01-10,Desktop,Direct,14,23.06,1,0
S0007649,C01529,2024-10-25,Mobile,Paid Ads,20,14.4,1,0
S0007650,C02845,2025-10-27,Mobile,Direct,6,35.29,0,0
S0007651,C04304,2023-09-07,Mobile,Email,23,9.15,1,0
S0007652,C00774,2025-01-25,Mobile,Social,3,14.94,1,0
S0007653,C02217,2024-12-11,Mobile,Social,4,2.15,0,0
S0007654,C03679,2025-12-09,Mobile,Email,8,24.55,0,0
S0007655,C03122,2025-07-15,Desktop,Social,2,5.37,0,0
S0007656,C03671,2026-03-24,Mobile,Organic,21,11.2,1,1
S0007657,C03328,2025-11-02,Mobile,Paid Ads,23,37.85,1,0
S0007658,C00934,2025-12-27,Desktop,Social,15,14.03,0,1
S0007659,C01550,2024-02-03,Tablet,Email,18,7.06,0,0
S0007660,C02187,2026-03-05,Mobile,Paid Ads,19,37.56,0,0
S0007661,C04722,2025-10-08,Mobile,Email,21,10.97,0,0
S0007662,C03694,2025-11-24,Mobile,Paid Ads,12,16.42,0,0
S0007663,C02921,2024-03-26,Desktop,Organic,9,1.17,0,0
S0007664,C02973,2026-03-07,Tablet,Referral,13,13.55,1,0
S0007665,C03274,2025-01-28,Desktop,Organic,14,6.6,0,1
S0007666,C04118,2025-05-14,Mobile,Direct,2,16.9,1,0
S0007667,C03011,2026-03-10,Tablet,Direct,9,10.86,0,0
S0007668,C00394,2025-09-03,Desktop,Email,5,19.61,1,0
S0007669,C01006,2025-12-08,Desktop,Direct,16,27.06,0,0
S0007670,C00794,2025-09-17,Desktop,Paid Ads,13,14.87,0,0
S0007671,C01972,2025-07-23,Mobile,Paid Ads,8,18.76,1,0
S0007672,C01389,2025-09-11,Desktop,Organic,18,37.12,0,0
S0007673,C03804,2026-01-25,Tablet,Referral,11,1.32,1,0
S0007674,C00780,2025-12-20,Mobile,Paid Ads,15,30.93,1,1
S0007675,C02876,2026-02-11,Mobile,Referral,14,25.46,0,0
S0007676,C01940,2025-11-22,Mobile,Paid Ads,12,26.36,0,0
S0007677,C04365,2025-08-30,Mobile,Referral,3,1.63,0,0
S0007678,C03139,2024-11-17,Desktop,Paid Ads,3,31.96,0,0
S0007679,C04179,2024-01-14,Desktop,Organic,23,3.84,0,0
S0007680,C03019,2025-11-16,Mobile,Paid Ads,16,10.66,0,0
S0007681,C04203,2026-03-24,Desktop,Email,15,3.07,0,0
S0007682,C01303,2025-11-27,Desktop,Email,3,38.95,1,0
S0007683,C02254,2024-08-10,Mobile,Social,18,35.73,0,0
S0007684,C00254,2025-05-10,Mobile,Social,6,15.06,1,0
S0007685,C02540,2025-09-12,Mobile,Email,4,11.21,1,1
S0007686,C00314,2025-11-04,Mobile,Email,14,10.6,0,0
S0007687,C04761,2025-08-10,Tablet,Organic,21,11.37,1,1
S0007688,C01325,2026-03-15,Desktop,Email,1,9.86,0,0
S0007689,C02866,2023-08-05,Mobile,Email,3,23.79,0,1
S0007690,C02616,2025-11-06,Mobile,Organic,6,37.33,0,0
S0007691,C01242,2024-03-23,Mobile,Paid Ads,14,21.04,0,0
S0007692,C04430,2025-04-08,Desktop,Paid Ads,13,4.95,0,0
S0007693,C02445,2025-07-29,Tablet,Direct,9,8.77,0,0
S0007694,C04842,2025-10-11,Mobile,Direct,13,15.55,0,0
S0007695,C01917,2024-03-14,Mobile,Direct,15,13.14,0,0
S0007696,C01610,2025-06-01,Mobile,Organic,6,35.41,0,0
S0007697,C04823,2025-12-13,Mobile,Direct,20,36.83,0,0
S0007698,C04847,2024-10-16,Mobile,Organic,9,28.18,1,1
S0007699,C00296,2024-10-29,Desktop,Social,2,39.84,0,0
S0007700,C03529,2025-05-05,Mobile,Social,3,19.08,0,0
S0007701,C01589,2026-01-19,Mobile,Email,12,12.38,1,1
S0007702,C02894,2023-06-20,Mobile,Social,24,28.23,0,0
S0007703,C03349,2025-11-12,Desktop,Referral,24,12.8,1,1
S0007704,C01182,2025-08-27,Mobile,Direct,13,39.61,0,1
S0007705,C03054,2025-07-29,Desktop,Organic,14,39.99,1,1
S0007706,C04371,2024-04-02,Mobile,Social,18,29.68,0,0
S0007707,C03333,2024-07-04,Mobile,Social,1,37.99,0,0
S0007708,C02841,2025-01-17,Desktop,Direct,8,19.91,1,0
S0007709,C04327,2026-03-23,Tablet,Direct,7,15.69,0,0
S0007710,C03865,2026-01-06,Mobile,Email,23,6.59,1,0
S0007711,C02154,2025-02-15,Tablet,Referral,14,28.23,0,0
S0007712,C00468,2025-03-18,Tablet,Organic,6,29.19,0,0
S0007713,C01992,2025-04-29,Desktop,Paid Ads,19,9.32,1,1
S0007714,C01784,2023-10-03,Mobile,Direct,22,13.35,0,0
S0007715,C02332,2025-04-08,Desktop,Email,18,2.08,0,0
S0007716,C04207,2025-05-29,Mobile,Referral,24,33.4,0,0
S0007717,C02314,2024-07-15,Tablet,Direct,24,14.2,0,0
S0007718,C03603,2026-02-09,Mobile,Email,20,37.18,1,0
S0007719,C02372,2025-06-26,Desktop,Paid Ads,2,15.98,0,0
S0007720,C01263,2024-01-05,Desktop,Paid Ads,19,8.37,0,0
S0007721,C04511,2024-12-22,Desktop,Referral,18,28.27,0,0
S0007722,C01595,2024-12-09,Mobile,Referral,14,24.98,0,0
S0007723,C01626,2025-09-12,Mobile,Paid Ads,6,26.71,0,0
S0007724,C01864,2024-05-10,Mobile,Paid Ads,5,2.3,0,0
S0007725,C03753,2025-06-01,Mobile,Paid Ads,24,34.92,1,1
S0007726,C00469,2025-01-19,Desktop,Email,18,31.7,0,0
S0007727,C04027,2025-04-12,Mobile,Social,13,10.23,0,0
S0007728,C00056,2025-11-18,Mobile,Email,1,38.28,0,0
S0007729,C04014,2024-10-25,Mobile,Organic,1,4.85,0,0
S0007730,C00799,2026-03-27,Tablet,Organic,3,32.76,1,0
S0007731,C00560,2025-12-01,Desktop,Social,23,15.29,1,1
S0007732,C00211,2025-06-17,Mobile,Referral,16,8.54,0,0
S0007733,C02280,2023-09-21,Mobile,Paid Ads,20,21.75,0,0
S0007734,C02662,2025-08-21,Desktop,Direct,13,4.2,1,0
S0007735,C04003,2025-02-22,Mobile,Direct,9,23.97,1,1
S0007736,C00676,2024-11-21,Mobile,Referral,5,5.7,1,0
S0007737,C01437,2026-02-07,Mobile,Email,21,27.55,1,1
S0007738,C04249,2025-08-11,Mobile,Direct,19,15.4,0,0
S0007739,C04616,2024-11-29,Mobile,Referral,4,12.67,0,0
S0007740,C03298,2023-11-25,Mobile,Organic,10,6.81,1,0
S0007741,C02361,2026-02-27,Mobile,Direct,12,16.06,0,0
S0007742,C03183,2024-12-15,Mobile,Referral,7,26.87,0,0
S0007743,C02369,2024-11-25,Mobile,Email,22,13.75,1,1
S0007744,C01205,2024-09-11,Desktop,Direct,16,21.31,0,0
S0007745,C00948,2025-12-16,Tablet,Paid Ads,14,2.77,1,1
S0007746,C03658,2026-02-26,Mobile,Organic,23,23.33,0,0
S0007747,C00489,2026-02-16,Mobile,Email,11,5.61,0,0
S0007748,C00584,2026-02-23,Tablet,Organic,10,19.71,0,0
S0007749,C01170,2025-05-28,Tablet,Direct,7,3.73,1,1
S0007750,C01994,2026-01-05,Mobile,Paid Ads,23,7.23,0,0
S0007751,C00136,2025-05-30,Desktop,Referral,16,10.66,0,0
S0007752,C02847,2025-11-17,Tablet,Organic,19,15.92,0,0
S0007753,C00255,2023-11-06,Desktop,Organic,19,36.31,0,0
S0007754,C03629,2025-07-07,Tablet,Social,24,14.07,0,0
S0007755,C01926,2026-02-05,Desktop,Organic,9,5.34,0,0
S0007756,C02855,2023-09-03,Tablet,Email,10,34.37,1,1
S0007757,C01194,2023-06-09,Mobile,Social,23,30.86,0,0
S0007758,C01749,2024-08-31,Desktop,Paid Ads,21,3.78,0,0
S0007759,C04904,2025-06-07,Mobile,Social,20,27.2,0,0
S0007760,C01049,2026-02-28,Tablet,Paid Ads,14,3.12,0,0
S0007761,C01060,2025-04-30,Mobile,Referral,11,9.57,1,0
S0007762,C01498,2026-01-09,Mobile,Organic,10,9.13,1,0
S0007763,C04122,2025-11-08,Mobile,Email,7,19.45,0,0
S0007764,C03546,2023-05-25,Mobile,Referral,17,37.41,1,1
S0007765,C04348,2025-03-15,Desktop,Direct,24,28.37,0,0
S0007766,C00077,2026-03-07,Mobile,Email,22,16.96,1,0
S0007767,C04310,2026-03-17,Mobile,Referral,22,18.52,0,0
S0007768,C03109,2026-02-06,Tablet,Organic,15,4.85,1,1
S0007769,C02554,2025-12-12,Tablet,Referral,13,26.23,0,0
S0007770,C03242,2024-10-22,Mobile,Referral,22,28.93,0,0
S0007771,C00348,2025-12-04,Mobile,Organic,2,1.0,0,0
S0007772,C01081,2026-01-26,Desktop,Direct,3,32.46,1,0
S0007773,C01072,2025-09-12,Tablet,Referral,23,4.22,1,1
S0007774,C00140,2025-09-14,Mobile,Social,21,31.71,1,1
S0007775,C00586,2024-12-01,Mobile,Email,15,38.13,1,1
S0007776,C02346,2025-02-05,Desktop,Social,13,21.2,0,0
S0007777,C01485,2025-11-26,Desktop,Direct,10,21.52,1,0
S0007778,C03976,2026-01-11,Desktop,Organic,3,15.66,1,1
S0007779,C01302,2025-08-28,Desktop,Social,18,5.68,0,0
S0007780,C04123,2026-01-19,Desktop,Social,9,14.27,0,0
S0007781,C04672,2024-11-13,Mobile,Direct,14,16.58,1,0
S0007782,C03443,2025-10-10,Tablet,Direct,4,31.15,0,0
S0007783,C02789,2025-10-09,Mobile,Referral,21,34.78,1,1
S0007784,C00122,2025-10-08,Mobile,Referral,16,5.02,0,0
S0007785,C02232,2025-01-16,Desktop,Referral,19,5.09,1,1
S0007786,C01133,2025-09-25,Desktop,Email,8,16.35,0,0
S0007787,C04626,2025-10-30,Tablet,Referral,20,7.34,0,0
S0007788,C00762,2026-03-16,Mobile,Referral,21,23.66,0,0
S0007789,C03891,2025-09-15,Mobile,Referral,21,15.83,0,0
S0007790,C03689,2025-04-14,Mobile,Organic,23,1.3,0,0
S0007791,C04768,2025-07-12,Mobile,Email,22,30.37,0,0
S0007792,C04992,2026-03-13,Mobile,Direct,20,37.94,1,1
S0007793,C00140,2024-06-22,Desktop,Direct,16,16.02,1,0
S0007794,C00040,2025-02-22,Mobile,Email,3,7.42,0,0
S0007795,C01364,2023-10-03,Mobile,Email,18,22.52,0,1
S0007796,C03597,2025-07-19,Desktop,Paid Ads,17,18.55,0,0
S0007797,C04900,2025-09-24,Mobile,Email,19,29.55,1,0
S0007798,C03931,2025-12-13,Mobile,Organic,2,23.7,0,0
S0007799,C01149,2024-04-21,Desktop,Organic,4,27.94,1,1
S0007800,C04291,2026-02-19,Desktop,Email,6,22.88,0,0
S0007801,C02331,2023-08-17,Mobile,Direct,17,1.52,0,0
S0007802,C04052,2026-01-05,Mobile,Email,13,11.37,0,0
S0007803,C00575,2025-08-22,Mobile,Organic,15,18.58,0,0
S0007804,C00746,2025-07-23,Mobile,Organic,3,39.98,1,0
S0007805,C01124,2023-08-29,Tablet,Email,15,16.42,0,0
S0007806,C02304,2025-08-01,Mobile,Social,15,1.05,0,0
S0007807,C03110,2024-04-15,Tablet,Organic,12,37.43,1,0
S0007808,C02725,2026-02-07,Tablet,Referral,21,24.71,0,0
S0007809,C04807,2024-11-27,Mobile,Referral,1,25.97,0,0
S0007810,C03375,2025-08-14,Desktop,Referral,6,11.51,0,0
S0007811,C00577,2025-12-31,Desktop,Referral,6,3.81,0,0
S0007812,C02521,2025-04-07,Desktop,Organic,18,32.38,0,0
S0007813,C03036,2025-02-15,Tablet,Social,14,36.53,1,1
S0007814,C03924,2024-06-15,Desktop,Paid Ads,17,5.7,1,1
S0007815,C03781,2024-04-14,Mobile,Referral,8,18.31,0,0
S0007816,C03501,2026-03-03,Desktop,Organic,10,29.56,0,0
S0007817,C01635,2026-03-04,Mobile,Paid Ads,21,39.31,1,1
S0007818,C02473,2023-10-18,Desktop,Social,14,26.01,1,0
S0007819,C00825,2025-07-28,Mobile,Referral,11,29.52,0,0
S0007820,C02125,2025-02-07,Tablet,Referral,22,30.27,0,0
S0007821,C01904,2025-05-26,Tablet,Social,2,21.11,1,1
S0007822,C01268,2025-11-21,Desktop,Organic,20,3.23,0,0
S0007823,C01412,2025-05-28,Desktop,Email,19,5.19,0,0
S0007824,C03111,2025-07-27,Mobile,Organic,15,19.15,0,0
S0007825,C04247,2025-10-15,Desktop,Direct,23,6.6,0,0
S0007826,C04614,2025-01-26,Tablet,Email,2,11.69,0,0
S0007827,C02391,2026-03-14,Desktop,Organic,11,3.7,0,0
S0007828,C03813,2024-08-21,Mobile,Referral,24,26.59,1,0
S0007829,C01122,2023-11-10,Mobile,Referral,9,26.1,0,0
S0007830,C04531,2025-12-16,Mobile,Direct,19,11.53,0,0
S0007831,C00127,2026-02-18,Mobile,Email,4,13.38,0,0
S0007832,C03862,2025-01-20,Mobile,Social,9,17.16,1,0
S0007833,C00217,2026-03-15,Desktop,Social,3,11.51,1,0
S0007834,C00410,2025-11-02,Desktop,Social,3,4.94,1,0
S0007835,C00451,2026-01-06,Mobile,Email,18,4.82,0,0
S0007836,C02039,2025-08-14,Mobile,Direct,16,17.93,0,0
S0007837,C02355,2024-06-30,Desktop,Paid Ads,7,4.16,1,0
S0007838,C01269,2024-03-31,Tablet,Direct,6,4.96,1,1
S0007839,C04762,2025-04-07,Mobile,Paid Ads,24,16.18,0,0
S0007840,C00371,2025-08-09,Desktop,Direct,11,20.12,1,0
S0007841,C00449,2025-09-11,Mobile,Paid Ads,5,6.69,1,0
S0007842,C02697,2025-07-07,Mobile,Organic,3,19.82,1,1
S0007843,C04436,2024-06-11,Mobile,Direct,10,4.06,0,0
S0007844,C04566,2025-02-12,Mobile,Social,3,37.21,0,0
S0007845,C00515,2024-04-04,Mobile,Referral,4,5.97,1,1
S0007846,C04303,2023-10-27,Desktop,Social,4,39.61,0,0
S0007847,C03417,2026-02-01,Mobile,Organic,13,39.93,1,0
S0007848,C00823,2025-01-25,Mobile,Paid Ads,6,2.66,0,0
S0007849,C03258,2024-05-06,Mobile,Referral,6,11.03,0,0
S0007850,C03075,2023-12-17,Mobile,Email,22,34.66,0,0
S0007851,C04209,2025-10-11,Desktop,Referral,13,33.81,0,0
S0007852,C02070,2024-06-25,Mobile,Direct,10,3.88,0,0
S0007853,C03769,2024-12-09,Desktop,Referral,5,7.5,1,1
S0007854,C03498,2026-01-01,Mobile,Social,19,10.62,0,0
S0007855,C00133,2025-07-11,Desktop,Email,14,15.78,0,0
S0007856,C03893,2025-03-06,Mobile,Paid Ads,16,4.57,0,0
S0007857,C02250,2025-03-21,Mobile,Referral,21,37.13,0,1
S0007858,C04996,2026-01-26,Mobile,Organic,19,31.39,0,0
S0007859,C01192,2025-11-22,Mobile,Social,24,19.92,0,0
S0007860,C00227,2025-09-22,Mobile,Email,16,26.05,0,0
S0007861,C02832,2026-01-21,Desktop,Direct,17,9.98,0,0
S0007862,C03241,2024-05-18,Mobile,Direct,10,10.52,0,0
S0007863,C00471,2026-03-01,Desktop,Paid Ads,6,23.32,0,0
S0007864,C04161,2025-11-19,Desktop,Direct,6,15.58,0,0
S0007865,C02142,2025-05-13,Desktop,Email,22,13.99,0,0
S0007866,C02451,2025-07-25,Desktop,Organic,16,26.09,0,0
S0007867,C04545,2024-11-01,Mobile,Paid Ads,13,31.7,0,0
S0007868,C02038,2025-11-24,Mobile,Email,7,9.55,0,0
S0007869,C04046,2025-12-20,Mobile,Email,7,3.92,0,0
S0007870,C03868,2025-10-18,Mobile,Direct,20,21.71,0,0
S0007871,C02483,2023-04-10,Mobile,Email,13,13.63,0,0
S0007872,C02084,2026-01-13,Desktop,Organic,6,14.91,1,0
S0007873,C00205,2025-05-17,Mobile,Referral,13,29.84,0,1
S0007874,C00695,2025-09-29,Desktop,Organic,16,9.51,0,0
S0007875,C01423,2023-11-22,Tablet,Direct,10,26.71,1,1
S0007876,C01658,2025-11-23,Mobile,Organic,12,14.94,0,0
S0007877,C01704,2026-01-05,Mobile,Paid Ads,12,35.28,0,0
S0007878,C02863,2025-10-26,Mobile,Organic,21,36.54,0,0
S0007879,C04870,2025-03-20,Desktop,Referral,7,15.73,0,0
S0007880,C04151,2024-12-24,Desktop,Referral,12,25.13,1,1
S0007881,C03035,2024-04-02,Desktop,Social,19,29.54,0,0
S0007882,C00598,2024-02-07,Tablet,Email,4,15.45,0,1
S0007883,C00611,2025-07-31,Mobile,Social,23,14.2,1,0
S0007884,C00602,2025-03-16,Desktop,Organic,19,32.86,0,0
S0007885,C00075,2024-06-19,Mobile,Social,7,7.01,0,0
S0007886,C04603,2024-04-21,Mobile,Email,24,30.79,1,1
S0007887,C04653,2024-10-19,Tablet,Organic,21,13.01,1,0
S0007888,C03963,2025-08-19,Mobile,Paid Ads,1,8.22,0,0
S0007889,C00435,2025-02-05,Desktop,Organic,14,9.48,0,0
S0007890,C00179,2026-01-05,Desktop,Referral,7,37.73,0,0
S0007891,C03798,2026-02-23,Mobile,Social,13,7.18,1,1
S0007892,C03336,2026-01-20,Desktop,Social,19,3.33,0,0
S0007893,C03802,2025-06-19,Mobile,Organic,21,1.03,1,1
S0007894,C02166,2024-12-10,Mobile,Email,4,16.87,1,0
S0007895,C00574,2026-03-19,Desktop,Referral,4,23.2,0,1
S0007896,C01770,2024-03-14,Desktop,Organic,12,19.49,0,0
S0007897,C03841,2025-11-11,Desktop,Organic,10,24.84,0,0
S0007898,C03557,2025-04-12,Mobile,Referral,15,28.54,1,1
S0007899,C03143,2025-06-22,Mobile,Organic,12,3.28,1,0
S0007900,C00360,2025-03-01,Desktop,Social,24,5.58,1,1
S0007901,C03135,2024-04-14,Desktop,Organic,7,9.69,1,0
S0007902,C01431,2025-09-26,Desktop,Email,1,27.32,0,0
S0007903,C02901,2025-11-30,Desktop,Direct,18,25.86,0,0
S0007904,C02501,2025-12-05,Mobile,Paid Ads,11,6.59,0,0
S0007905,C03557,2026-03-02,Mobile,Referral,10,25.8,0,0
S0007906,C02413,2024-12-18,Mobile,Referral,4,30.39,1,0
S0007907,C00034,2025-07-04,Desktop,Organic,1,39.11,0,0
S0007908,C03223,2025-12-13,Mobile,Social,19,36.67,0,0
S0007909,C00571,2024-10-17,Desktop,Paid Ads,22,5.23,1,0
S0007910,C03026,2023-08-30,Mobile,Organic,23,37.28,0,0
S0007911,C04034,2026-03-04,Mobile,Direct,2,21.86,0,0
S0007912,C01569,2025-09-10,Desktop,Email,7,22.23,0,0
S0007913,C03062,2025-08-23,Mobile,Social,24,30.85,1,1
S0007914,C04309,2025-03-28,Mobile,Organic,22,3.01,0,0
S0007915,C03616,2026-01-21,Tablet,Social,7,18.69,0,0
S0007916,C03453,2025-08-09,Tablet,Paid Ads,24,27.9,1,0
S0007917,C00158,2025-01-27,Mobile,Organic,6,19.43,0,0
S0007918,C04778,2025-09-25,Mobile,Paid Ads,4,2.69,1,0
S0007919,C03254,2025-06-03,Mobile,Direct,10,18.57,1,1
S0007920,C01833,2025-07-12,Desktop,Organic,15,8.46,0,0
S0007921,C03086,2026-01-28,Desktop,Paid Ads,1,16.49,0,1
S0007922,C02170,2024-08-28,Mobile,Paid Ads,9,39.83,0,0
S0007923,C00046,2025-01-30,Tablet,Organic,18,18.36,0,0
S0007924,C02592,2024-12-17,Desktop,Direct,8,13.99,0,0
S0007925,C04224,2025-03-25,Mobile,Email,13,10.06,1,1
S0007926,C02258,2025-06-08,Mobile,Social,1,2.88,1,1
S0007927,C01699,2025-01-24,Mobile,Organic,5,10.82,0,0
S0007928,C02534,2025-07-02,Desktop,Direct,6,13.59,1,0
S0007929,C00396,2025-08-31,Desktop,Referral,18,31.74,1,1
S0007930,C01997,2026-01-12,Mobile,Organic,6,3.13,1,1
S0007931,C04552,2025-05-24,Desktop,Paid Ads,11,24.32,0,1
S0007932,C02200,2025-06-08,Tablet,Email,22,23.33,1,1
S0007933,C01419,2025-08-19,Desktop,Social,23,5.52,0,0
S0007934,C00561,2024-12-24,Mobile,Email,7,7.19,0,0
S0007935,C00604,2024-03-11,Desktop,Email,13,20.37,0,0
S0007936,C03153,2025-07-12,Desktop,Organic,10,3.93,1,1
S0007937,C01423,2025-02-10,Desktop,Direct,22,1.74,0,0
S0007938,C04946,2025-07-23,Desktop,Direct,17,38.09,0,0
S0007939,C00264,2025-12-05,Mobile,Organic,23,14.36,0,0
S0007940,C01904,2024-11-20,Desktop,Email,11,8.64,1,0
S0007941,C03609,2026-03-27,Mobile,Social,5,9.0,1,1
S0007942,C04064,2024-01-28,Mobile,Direct,9,10.44,1,1
S0007943,C01190,2025-11-04,Desktop,Paid Ads,9,30.02,0,0
S0007944,C02846,2024-05-18,Desktop,Organic,22,33.2,0,0
S0007945,C04760,2025-03-19,Mobile,Direct,19,32.21,1,0
S0007946,C04402,2025-04-20,Desktop,Social,19,3.04,0,0
S0007947,C03831,2025-08-09,Tablet,Social,18,22.65,1,1
S0007948,C00362,2025-08-23,Mobile,Paid Ads,21,25.08,1,0
S0007949,C02617,2026-03-15,Tablet,Paid Ads,24,31.32,0,0
S0007950,C04970,2026-03-06,Desktop,Direct,16,19.15,0,0
S0007951,C00066,2025-09-26,Desktop,Social,5,13.9,0,1
S0007952,C03337,2024-09-23,Desktop,Direct,21,1.1,0,0
S0007953,C03876,2024-07-27,Mobile,Paid Ads,14,3.41,0,0
S0007954,C01287,2026-02-01,Mobile,Organic,23,26.9,1,1
S0007955,C01680,2025-07-17,Desktop,Direct,22,30.57,1,0
S0007956,C02839,2023-11-28,Mobile,Social,9,6.07,0,0
S0007957,C04025,2026-02-01,Mobile,Referral,3,28.4,0,0
S0007958,C00503,2026-03-09,Desktop,Paid Ads,2,1.01,1,1
S0007959,C03870,2025-01-14,Desktop,Social,23,32.24,0,0
S0007960,C00883,2025-07-26,Tablet,Direct,11,16.62,0,0
S0007961,C02839,2026-01-08,Desktop,Social,19,28.54,1,1
S0007962,C04360,2025-06-14,Desktop,Paid Ads,9,29.26,0,0
S0007963,C03576,2025-11-11,Desktop,Direct,13,17.94,0,0
S0007964,C04528,2025-04-18,Desktop,Direct,19,32.95,0,0
S0007965,C03949,2025-03-25,Mobile,Referral,17,15.27,0,0
S0007966,C02125,2025-09-05,Tablet,Email,18,29.07,0,0
S0007967,C03559,2025-03-23,Mobile,Organic,16,12.52,0,0
S0007968,C00631,2024-11-15,Desktop,Referral,8,37.13,0,0
S0007969,C04568,2025-11-13,Tablet,Paid Ads,23,14.78,0,0
S0007970,C01230,2025-05-31,Desktop,Direct,17,16.56,1,1
S0007971,C02669,2024-08-22,Desktop,Paid Ads,19,33.74,1,1
S0007972,C02790,2025-12-29,Tablet,Organic,8,21.09,1,1
S0007973,C04722,2024-11-25,Tablet,Paid Ads,8,27.79,0,0
S0007974,C00301,2026-01-26,Mobile,Paid Ads,20,36.05,0,0
S0007975,C02053,2026-03-11,Mobile,Referral,7,9.3,0,0
S0007976,C03504,2025-09-04,Mobile,Paid Ads,2,22.43,0,0
S0007977,C04410,2026-01-16,Mobile,Referral,13,6.17,1,0
S0007978,C01105,2025-11-28,Mobile,Organic,20,2.88,0,0
