order_item_id,order_id,product_id,quantity,unit_price,discount
OI0001420,O000554,P00399,1,153064.56,0.0
OI0001421,O000554,P00443,1,83395.64,0.0
OI0001422,O000554,P00845,1,70639.13,0.0
OI0001423,O000555,P00686,1,69798.09,0.1
OI0001424,O000555,P00324,1,14740.09,0.2
OI0001425,O000556,P00602,3,105139.2,0.05
OI0001426,O000556,P00403,1,39038.83,0.05
OI0001427,O000556,P00191,1,29692.15,0.0
OI0001428,O000556,P00556,1,6128.7,0.0
OI0001429,O000557,P00166,1,11796.15,0.0
OI0001430,O000557,P00691,1,172094.36,0.1
OI0001431,O000557,P00808,1,14530.62,0.0
OI0001432,O000558,P00852,1,132857.66,0.05
OI0001433,O000558,P00167,2,53224.76,0.0
OI0001434,O000558,P00033,1,55021.71,0.0
OI0001435,O000559,P00226,3,96858.9,0.2
OI0001436,O000559,P00903,1,168878.66,0.15
OI0001437,O000560,P00222,1,167838.31,0.0
OI0001438,O000560,P00563,1,3509.71,0.0
OI0001439,O000561,P00134,2,10129.05,0.2
OI0001440,O000561,P00946,3,42078.55,0.2
OI0001441,O000562,P00015,2,90844.26,0.0
OI0001442,O000562,P00083,2,9984.01,0.0
OI0001443,O000562,P00462,1,8607.06,0.0
OI0001444,O000563,P00084,1,103279.38,0.0
OI0001445,O000563,P00136,3,55154.99,0.0
OI0001446,O000563,P00886,3,105029.9,0.0
OI0001447,O000563,P00009,3,140059.0,0.0
OI0001448,O000564,P00407,2,81527.28,0.0
OI0001449,O000564,P00890,1,32471.01,0.15
OI0001450,O000564,P00594,1,36452.23,0.1
OI0001451,O000564,P00095,2,71487.51,0.1
OI0001452,O000565,P00430,2,4484.08,0.1
OI0001453,O000566,P00028,1,132203.68,0.2
OI0001454,O000566,P00595,1,13026.35,0.0
OI0001455,O000567,P00270,1,61991.55,0.15
OI0001456,O000567,P00354,1,3707.67,0.1
OI0001457,O000568,P00841,1,164739.32,0.0
OI0001458,O000568,P00263,1,36986.16,0.05
OI0001459,O000568,P00575,1,74862.07,0.1
OI0001460,O000568,P00703,1,6709.06,0.0
OI0001461,O000569,P00429,1,147414.08,0.0
OI0001462,O000569,P00416,3,50512.14,0.0
OI0001463,O000569,P00444,2,10416.31,0.0
OI0001464,O000570,P00729,3,100119.14,0.15
OI0001465,O000570,P00634,1,30617.48,0.0
OI0001466,O000571,P00491,1,24398.93,0.05
OI0001467,O000571,P00191,2,29692.15,0.05
OI0001468,O000572,P00648,1,93798.99,0.0
OI0001469,O000572,P00538,1,98037.6,0.15
OI0001470,O000573,P00695,1,11121.48,0.0
OI0001471,O000573,P00026,2,50009.85,0.0
OI0001472,O000573,P00436,1,197291.68,0.0
OI0001473,O000574,P00550,2,10994.37,0.05
OI0001474,O000574,P00559,2,176717.34,0.1
OI0001475,O000575,P00158,1,70401.65,0.05
OI0001476,O000575,P00547,1,108814.38,0.0
OI0001477,O000576,P00886,1,105029.9,0.15
OI0001478,O000576,P00418,1,98981.04,0.0
OI0001479,O000577,P00680,3,155490.07,0.05
OI0001480,O000577,P00139,1,18540.35,0.0
OI0001481,O000577,P00014,1,52605.53,0.0
OI0001482,O000577,P00043,1,24793.41,0.05
OI0001483,O000578,P00040,3,18724.4,0.0
OI0001484,O000579,P00108,3,8734.94,0.1
OI0001485,O000579,P00684,1,121976.67,0.0
OI0001486,O000580,P00613,1,28703.88,0.0
OI0001487,O000580,P00929,2,39139.79,0.0
OI0001488,O000580,P00205,3,181511.61,0.0
OI0001489,O000580,P00671,1,3247.45,0.15
OI0001490,O000581,P00059,2,71024.04,0.1
OI0001491,O000582,P00220,1,93551.31,0.0
OI0001492,O000582,P00426,1,102696.65,0.05
OI0001493,O000583,P00179,1,83576.95,0.05
OI0001494,O000583,P00429,3,147414.08,0.0
OI0001495,O000584,P00149,3,107598.19,0.15
OI0001496,O000584,P00276,2,57312.79,0.0
OI0001497,O000584,P00459,3,28001.22,0.0
OI0001498,O000584,P00353,1,65947.8,0.1
OI0001499,O000585,P00464,3,13328.39,0.1
OI0001500,O000585,P00784,2,50850.53,0.05
OI0001501,O000585,P00373,2,125903.65,0.15
OI0001502,O000586,P00726,1,115194.03,0.15
OI0001503,O000586,P00634,1,30617.48,0.1
OI0001504,O000587,P00233,1,10237.3,0.05
OI0001505,O000587,P00939,1,37996.37,0.0
OI0001506,O000587,P00144,1,190133.08,0.05
OI0001507,O000587,P00098,3,17556.7,0.0
OI0001508,O000588,P00803,1,7921.88,0.0
OI0001509,O000589,P00248,1,220987.19,0.0
OI0001510,O000589,P00515,1,14116.34,0.0
OI0001511,O000590,P00948,1,1384.9,0.15
OI0001512,O000590,P00798,1,1390.99,0.05
OI0001513,O000590,P00488,1,5976.76,0.0
OI0001514,O000591,P00164,1,2662.66,0.0
OI0001515,O000591,P00835,1,7773.84,0.1
OI0001516,O000592,P00771,1,121094.78,0.05
OI0001517,O000592,P00276,2,57312.79,0.0
OI0001518,O000592,P00165,1,181102.69,0.0
OI0001519,O000592,P00589,1,35914.44,0.15
OI0001520,O000593,P00741,1,109508.66,0.0
OI0001521,O000593,P00722,1,15279.99,0.15
OI0001522,O000593,P00596,3,32660.89,0.05
OI0001523,O000594,P00510,1,45226.5,0.05
OI0001524,O000595,P00011,1,49445.58,0.15
OI0001525,O000596,P00251,2,216403.54,0.0
OI0001526,O000597,P00599,2,13316.14,0.0
OI0001527,O000597,P00496,1,140287.28,0.0
OI0001528,O000597,P00673,3,146190.86,0.0
OI0001529,O000597,P00541,1,164566.97,0.0
OI0001530,O000598,P00475,2,76639.02,0.15
OI0001531,O000598,P00172,2,43791.55,0.05
OI0001532,O000598,P00924,1,97897.93,0.0
OI0001533,O000598,P00300,2,117081.66,0.15
OI0001534,O000599,P00877,1,210544.71,0.0
OI0001535,O000599,P00687,2,101757.5,0.0
OI0001536,O000600,P00319,2,32423.32,0.1
OI0001537,O000600,P00495,3,8156.4,0.2
OI0001538,O000600,P00134,1,10129.05,0.05
OI0001539,O000600,P00908,1,115540.35,0.0
OI0001540,O000601,P00403,1,39038.83,0.2
OI0001541,O000602,P00528,2,62475.03,0.15
OI0001542,O000602,P00128,1,54460.31,0.05
OI0001543,O000603,P00013,1,12621.16,0.0
OI0001544,O000603,P00559,1,176717.34,0.0
OI0001545,O000603,P00481,2,150227.98,0.2
OI0001546,O000603,P00115,1,39100.9,0.05
OI0001547,O000604,P00612,1,122042.04,0.0
OI0001548,O000604,P00879,1,33735.23,0.05
OI0001549,O000605,P00328,1,46202.8,0.0
OI0001550,O000605,P00332,2,92501.42,0.0
OI0001551,O000605,P00023,1,84526.81,0.0
OI0001552,O000606,P00443,2,83395.64,0.0
OI0001553,O000607,P00848,2,7713.3,0.0
OI0001554,O000607,P00928,1,8651.77,0.0
OI0001555,O000607,P00917,3,119022.55,0.0
OI0001556,O000607,P00964,3,14351.43,0.0
OI0001557,O000608,P00792,1,37077.32,0.0
OI0001558,O000608,P00657,1,90426.25,0.1
OI0001559,O000609,P00665,2,16292.65,0.0
OI0001560,O000609,P00242,1,27244.45,0.1
OI0001561,O000610,P00449,3,99052.69,0.05
OI0001562,O000611,P00905,1,95395.12,0.0
OI0001563,O000612,P00413,1,14584.28,0.0
OI0001564,O000612,P00739,1,86604.36,0.05
OI0001565,O000612,P00109,3,76991.55,0.0
OI0001566,O000613,P00595,1,13026.35,0.0
OI0001567,O000614,P00641,3,58206.54,0.1
OI0001568,O000614,P00555,2,142819.06,0.0
OI0001569,O000615,P00385,1,29259.09,0.2
OI0001570,O000616,P00186,3,117457.56,0.0
OI0001571,O000616,P00759,1,29042.9,0.0
OI0001572,O000616,P00992,3,94868.99,0.1
OI0001573,O000616,P00170,1,34909.66,0.15
OI0001574,O000617,P00816,2,28451.43,0.15
OI0001575,O000618,P00809,1,144230.04,0.1
OI0001576,O000618,P00543,1,128975.67,0.0
OI0001577,O000618,P00257,1,11698.0,0.1
OI0001578,O000619,P00874,2,217612.54,0.15
OI0001579,O000619,P00667,3,6285.24,0.0
OI0001580,O000619,P00628,2,15355.55,0.15
OI0001581,O000620,P00038,3,115679.37,0.1
OI0001582,O000620,P00928,1,8651.77,0.0
OI0001583,O000621,P00897,1,27240.34,0.1
OI0001584,O000621,P00571,2,61210.65,0.05
OI0001585,O000621,P00682,2,96736.12,0.0
OI0001586,O000621,P00495,2,8156.4,0.05
OI0001587,O000622,P00370,3,78058.21,0.05
OI0001588,O000622,P00451,1,5584.57,0.1
OI0001589,O000623,P00795,1,184417.86,0.0
OI0001590,O000623,P00111,1,43722.64,0.15
OI0001591,O000623,P00751,1,5063.6,0.0
OI0001592,O000624,P00088,1,91545.11,0.05
OI0001593,O000624,P00293,3,34452.59,0.05
OI0001594,O000624,P00126,1,54952.95,0.05
OI0001595,O000625,P00210,1,9097.13,0.0
OI0001596,O000625,P00190,3,236927.24,0.2
OI0001597,O000626,P00427,1,9987.65,0.15
OI0001598,O000626,P00304,1,93653.0,0.0
OI0001599,O000627,P00815,3,27238.87,0.05
OI0001600,O000627,P00363,3,96225.74,0.1
OI0001601,O000627,P00491,1,24398.93,0.0
OI0001602,O000627,P00636,1,83005.1,0.0
OI0001603,O000628,P00717,3,24416.77,0.0
OI0001604,O000628,P00439,1,41892.01,0.0
OI0001605,O000628,P00908,3,115540.35,0.05
OI0001606,O000629,P00942,1,67259.99,0.0
OI0001607,O000629,P00210,1,9097.13,0.15
OI0001608,O000629,P00370,1,78058.21,0.0
OI0001609,O000629,P00846,1,10844.13,0.05
OI0001610,O000630,P00766,1,86286.75,0.0
OI0001611,O000630,P00406,1,3362.72,0.1
OI0001612,O000630,P00808,2,14530.62,0.2
OI0001613,O000630,P00554,3,2411.02,0.0
OI0001614,O000631,P00087,3,12859.04,0.05
OI0001615,O000631,P00698,2,135886.53,0.05
OI0001616,O000631,P00486,1,4799.12,0.0
OI0001617,O000632,P00260,1,15403.98,0.0
OI0001618,O000632,P00413,1,14584.28,0.05
OI0001619,O000632,P00107,1,26126.58,0.1
OI0001620,O000632,P00651,1,143668.47,0.0
OI0001621,O000633,P00548,1,122894.97,0.05
OI0001622,O000634,P00922,1,107848.47,0.0
OI0001623,O000634,P00067,2,132240.55,0.15
OI0001624,O000634,P00404,1,87610.03,0.0
OI0001625,O000635,P00244,1,102706.91,0.05
OI0001626,O000636,P00918,1,79474.61,0.1
OI0001627,O000637,P00557,2,41972.54,0.1
OI0001628,O000637,P00519,3,88199.54,0.05
OI0001629,O000638,P00544,1,29936.12,0.0
OI0001630,O000638,P00760,2,114700.64,0.0
OI0001631,O000639,P00656,1,3323.6,0.0
OI0001632,O000639,P00300,1,117081.66,0.2
OI0001633,O000640,P00635,1,15301.47,0.0
OI0001634,O000640,P00228,1,91978.35,0.0
OI0001635,O000641,P00547,2,108814.38,0.05
OI0001636,O000641,P00636,1,83005.1,0.15
OI0001637,O000641,P00515,1,14116.34,0.0
OI0001638,O000641,P00339,1,54668.79,0.0
OI0001639,O000642,P00356,3,182830.13,0.1
OI0001640,O000643,P00502,1,32612.51,0.1
OI0001641,O000644,P00659,1,13132.35,0.05
OI0001642,O000644,P00087,1,12859.04,0.0
OI0001643,O000645,P00746,3,19094.15,0.05
OI0001644,O000645,P00373,1,125903.65,0.0
OI0001645,O000645,P00154,1,29056.84,0.1
OI0001646,O000645,P00992,1,94868.99,0.0
OI0001647,O000646,P00701,3,8604.39,0.0
OI0001648,O000646,P00512,2,24609.83,0.1
OI0001649,O000647,P00958,3,149791.99,0.0
OI0001650,O000647,P00835,2,7773.84,0.1
OI0001651,O000647,P00544,1,29936.12,0.0
OI0001652,O000648,P00642,1,12877.26,0.0
OI0001653,O000648,P00142,3,133898.07,0.0
OI0001654,O000648,P00638,1,5314.12,0.05
OI0001655,O000648,P00273,1,63674.52,0.0
OI0001656,O000649,P00434,1,95887.44,0.1
OI0001657,O000649,P00025,1,12452.82,0.05
OI0001658,O000650,P00623,1,27517.86,0.0
OI0001659,O000651,P00716,1,205304.59,0.05
OI0001660,O000651,P00193,1,102560.85,0.05
OI0001661,O000652,P00629,1,28951.67,0.0
OI0001662,O000652,P00634,3,30617.48,0.0
OI0001663,O000653,P00668,3,111920.69,0.15
OI0001664,O000654,P00116,1,11430.48,0.1
OI0001665,O000654,P00554,1,2411.02,0.0
OI0001666,O000654,P00111,3,43722.64,0.05
OI0001667,O000655,P00690,1,55767.0,0.05
OI0001668,O000655,P00604,1,78104.1,0.0
OI0001669,O000655,P00648,2,93798.99,0.0
OI0001670,O000655,P00593,2,158456.62,0.0
OI0001671,O000656,P00820,1,94117.88,0.0
OI0001672,O000656,P00592,1,68726.19,0.05
OI0001673,O000657,P00501,2,96854.65,0.15
OI0001674,O000657,P00987,2,140039.9,0.15
OI0001675,O000657,P00299,1,11196.54,0.2
OI0001676,O000657,P00603,1,202365.63,0.05
OI0001677,O000658,P00555,2,142819.06,0.0
OI0001678,O000658,P00013,1,12621.16,0.0
OI0001679,O000658,P00564,1,51589.19,0.0
OI0001680,O000658,P00232,1,10258.07,0.1
OI0001681,O000659,P00012,1,31507.21,0.0
OI0001682,O000660,P00647,1,174946.38,0.1
OI0001683,O000660,P00100,1,137143.92,0.0
OI0001684,O000661,P00997,1,49330.24,0.0
OI0001685,O000661,P00520,1,106600.31,0.0
OI0001686,O000662,P00784,1,50850.53,0.05
OI0001687,O000662,P00870,1,37902.15,0.05
OI0001688,O000663,P00964,1,14351.43,0.0
OI0001689,O000664,P00656,3,3323.6,0.0
OI0001690,O000665,P00739,1,86604.36,0.2
OI0001691,O000665,P00384,1,188805.4,0.1
OI0001692,O000665,P00887,1,67184.27,0.0
OI0001693,O000665,P00589,2,35914.44,0.0
OI0001694,O000666,P00827,1,5426.88,0.0
OI0001695,O000667,P00935,2,20260.54,0.05
OI0001696,O000667,P00092,1,672.22,0.05
OI0001697,O000668,P00173,1,4450.5,0.1
OI0001698,O000669,P00142,2,133898.07,0.1
OI0001699,O000669,P00920,3,49470.81,0.0
OI0001700,O000669,P00916,1,107505.5,0.0
OI0001701,O000670,P00436,2,197291.68,0.05
OI0001702,O000670,P00796,2,75187.37,0.0
OI0001703,O000670,P00449,1,99052.69,0.05
OI0001704,O000671,P00126,2,54952.95,0.15
OI0001705,O000672,P00893,1,6744.51,0.1
OI0001706,O000673,P00628,1,15355.55,0.0
OI0001707,O000674,P00168,3,38998.3,0.05
OI0001708,O000674,P00570,1,110244.59,0.0
OI0001709,O000674,P00156,1,210192.64,0.0
OI0001710,O000674,P00900,2,23842.16,0.0
OI0001711,O000675,P00796,1,75187.37,0.1
OI0001712,O000675,P00034,2,134713.87,0.0
OI0001713,O000676,P00655,1,68874.79,0.0
OI0001714,O000676,P00584,3,11680.2,0.0
OI0001715,O000676,P00365,2,44521.05,0.0
OI0001716,O000676,P00924,3,97897.93,0.0
OI0001717,O000677,P00539,2,33865.51,0.0
OI0001718,O000678,P00368,1,123112.38,0.0
OI0001719,O000678,P00451,2,5584.57,0.0
OI0001720,O000678,P00622,1,9152.21,0.05
OI0001721,O000678,P00038,3,115679.37,0.0
OI0001722,O000679,P00862,3,22142.72,0.05
OI0001723,O000680,P00819,1,57984.01,0.1
OI0001724,O000680,P00911,1,32995.45,0.1
OI0001725,O000680,P00395,1,27433.03,0.05
OI0001726,O000681,P00596,3,32660.89,0.0
OI0001727,O000681,P00827,2,5426.88,0.15
OI0001728,O000681,P00172,2,43791.55,0.2
OI0001729,O000681,P00205,3,181511.61,0.05
OI0001730,O000682,P00998,1,9767.78,0.0
OI0001731,O000682,P00179,2,83576.95,0.0
OI0001732,O000682,P00495,3,8156.4,0.0
OI0001733,O000682,P00104,3,151880.46,0.0
OI0001734,O000683,P00568,1,71000.31,0.0
OI0001735,O000684,P00508,1,72210.16,0.0
OI0001736,O000685,P00099,1,179372.31,0.0
OI0001737,O000686,P00050,1,141734.17,0.1
OI0001738,O000687,P00672,2,38169.86,0.0
OI0001739,O000687,P00034,2,134713.87,0.2
OI0001740,O000688,P00351,2,18600.94,0.05
OI0001741,O000688,P00900,1,23842.16,0.0
OI0001742,O000688,P00564,2,51589.19,0.0
OI0001743,O000688,P00405,1,55916.74,0.15
OI0001744,O000689,P00305,3,51120.24,0.1
OI0001745,O000689,P00678,1,54244.47,0.05
OI0001746,O000689,P00821,1,7383.86,0.0
OI0001747,O000690,P00357,1,65878.35,0.05
OI0001748,O000691,P00583,1,120355.77,0.05
OI0001749,O000691,P00693,1,20471.62,0.0
OI0001750,O000691,P00624,1,23688.09,0.15
OI0001751,O000692,P00054,2,39634.04,0.05
OI0001752,O000692,P00062,3,42269.33,0.0
OI0001753,O000692,P00478,2,124154.98,0.0
OI0001754,O000693,P00402,1,43825.0,0.05
OI0001755,O000693,P00149,2,107598.19,0.05
OI0001756,O000693,P00189,1,6422.46,0.1
OI0001757,O000693,P00923,1,73285.41,0.05
OI0001758,O000694,P00081,1,35412.21,0.1
OI0001759,O000694,P00221,2,32635.31,0.0
OI0001760,O000694,P00048,1,19406.62,0.1
OI0001761,O000694,P00313,2,210499.87,0.0
OI0001762,O000695,P00307,2,20572.16,0.2
OI0001763,O000695,P00127,3,36683.61,0.1
OI0001764,O000695,P00037,1,114380.76,0.0
OI0001765,O000696,P00037,1,114380.76,0.0
OI0001766,O000696,P00185,1,33378.16,0.0
OI0001767,O000696,P00028,3,132203.68,0.0
OI0001768,O000697,P00991,2,23915.69,0.0
OI0001769,O000698,P00650,2,34352.08,0.2
OI0001770,O000698,P00826,1,62595.6,0.05
OI0001771,O000698,P00665,1,16292.65,0.1
OI0001772,O000699,P00402,1,43825.0,0.05
OI0001773,O000699,P00844,1,28020.23,0.0
OI0001774,O000699,P00503,2,29944.31,0.0
OI0001775,O000699,P00386,2,8046.6,0.05
OI0001776,O000700,P00810,1,7434.03,0.0
OI0001777,O000700,P00872,1,32097.61,0.15
OI0001778,O000701,P00991,1,23915.69,0.0
OI0001779,O000701,P00111,1,43722.64,0.1
OI0001780,O000702,P00986,2,9034.03,0.0
OI0001781,O000702,P00130,1,11911.0,0.05
OI0001782,O000702,P00481,2,150227.98,0.05
OI0001783,O000702,P00094,1,39401.93,0.1
OI0001784,O000703,P00138,1,128664.69,0.0
OI0001785,O000704,P00449,1,99052.69,0.0
OI0001786,O000704,P00006,3,174729.97,0.05
OI0001787,O000704,P00576,1,4267.16,0.15
OI0001788,O000704,P00493,1,14191.8,0.05
OI0001789,O000705,P00072,1,80208.7,0.1
OI0001790,O000705,P00191,1,29692.15,0.05
OI0001791,O000705,P00845,1,70639.13,0.0
OI0001792,O000706,P00829,1,889.48,0.0
OI0001793,O000706,P00073,1,12860.32,0.0
OI0001794,O000707,P00286,3,10831.37,0.05
OI0001795,O000708,P00276,1,57312.79,0.05
OI0001796,O000708,P00566,1,134160.84,0.05
OI0001797,O000708,P00558,3,35453.96,0.0
OI0001798,O000709,P00422,1,163679.24,0.0
OI0001799,O000709,P00192,3,4015.95,0.0
OI0001800,O000710,P00018,2,10521.36,0.05
OI0001801,O000711,P00409,1,128581.8,0.05
OI0001802,O000711,P00253,3,33973.12,0.1
OI0001803,O000711,P00332,1,92501.42,0.0
OI0001804,O000711,P00359,1,92506.49,0.0
OI0001805,O000712,P00588,1,55890.82,0.05
OI0001806,O000712,P00386,1,8046.6,0.15
OI0001807,O000713,P00531,1,36263.21,0.1
OI0001808,O000714,P00258,2,24816.01,0.0
OI0001809,O000714,P00533,1,117385.38,0.15
OI0001810,O000714,P00444,2,10416.31,0.05
OI0001811,O000714,P00751,3,5063.6,0.0
OI0001812,O000715,P00823,3,91042.66,0.0
OI0001813,O000715,P00815,3,27238.87,0.1
OI0001814,O000715,P00507,1,7499.31,0.0
OI0001815,O000716,P00861,1,54080.96,0.05
OI0001816,O000717,P00892,1,12041.16,0.05
OI0001817,O000717,P00113,1,137175.85,0.0
OI0001818,O000717,P00492,1,150668.37,0.0
OI0001819,O000718,P00023,1,84526.81,0.0
OI0001820,O000719,P00848,2,7713.3,0.0
OI0001821,O000720,P00467,1,4748.05,0.0
OI0001822,O000721,P00842,1,6943.14,0.0
OI0001823,O000721,P00224,3,16927.39,0.0
OI0001824,O000722,P00806,1,102372.86,0.1
OI0001825,O000723,P00625,3,95254.34,0.15
OI0001826,O000723,P00408,2,80025.39,0.0
OI0001827,O000723,P00544,1,29936.12,0.2
OI0001828,O000723,P00084,1,103279.38,0.0
OI0001829,O000724,P00124,1,17063.43,0.0
OI0001830,O000724,P00821,1,7383.86,0.0
OI0001831,O000725,P00374,1,10506.01,0.15
OI0001832,O000725,P00085,2,164494.0,0.05
OI0001833,O000725,P00146,1,129389.21,0.0
OI0001834,O000726,P00017,2,9983.95,0.2
OI0001835,O000726,P00815,3,27238.87,0.0
OI0001836,O000726,P00830,2,2001.52,0.15
OI0001837,O000727,P00331,2,13245.1,0.05
OI0001838,O000727,P00237,2,36290.53,0.15
OI0001839,O000727,P00373,1,125903.65,0.15
OI0001840,O000727,P00407,1,81527.28,0.0
OI0001841,O000728,P00414,3,3284.51,0.15
OI0001842,O000728,P00641,3,58206.54,0.2
OI0001843,O000728,P00472,3,225468.58,0.2
OI0001844,O000728,P00094,3,39401.93,0.0
OI0001845,O000729,P00789,1,154314.74,0.15
OI0001846,O000730,P00407,1,81527.28,0.1
OI0001847,O000730,P00922,2,107848.47,0.15
OI0001848,O000730,P00921,1,1423.46,0.0
OI0001849,O000730,P00271,1,11311.86,0.0
OI0001850,O000731,P00447,1,14957.36,0.05
OI0001851,O000731,P00144,1,190133.08,0.0
OI0001852,O000731,P00637,1,896.13,0.0
OI0001853,O000731,P00090,1,14432.7,0.1
OI0001854,O000732,P00104,2,151880.46,0.05
OI0001855,O000732,P00207,3,17314.34,0.1
OI0001856,O000732,P00187,1,15827.91,0.0
OI0001857,O000732,P00421,1,147646.45,0.0
OI0001858,O000733,P00604,2,78104.1,0.0
OI0001859,O000733,P00213,3,101578.05,0.15
OI0001860,O000734,P00728,2,57075.2,0.05
OI0001861,O000734,P00561,2,149012.64,0.2
OI0001862,O000735,P00275,2,44173.52,0.2
OI0001863,O000735,P00104,2,151880.46,0.0
OI0001864,O000735,P00617,3,13706.89,0.0
OI0001865,O000735,P00295,3,207074.81,0.0
OI0001866,O000736,P00086,2,149207.47,0.0
OI0001867,O000737,P00485,2,148911.66,0.2
OI0001868,O000738,P00943,1,82650.95,0.0
OI0001869,O000739,P00572,3,91455.1,0.0
OI0001870,O000740,P00957,1,22049.97,0.15
OI0001871,O000741,P00164,1,2662.66,0.05
OI0001872,O000741,P00797,1,65762.83,0.05
OI0001873,O000742,P00260,1,15403.98,0.15
OI0001874,O000742,P00228,3,91978.35,0.0
OI0001875,O000742,P00442,3,22306.74,0.05
OI0001876,O000743,P00710,2,136139.42,0.05
OI0001877,O000743,P00921,3,1423.46,0.1
OI0001878,O000744,P00281,1,6652.57,0.05
OI0001879,O000744,P00327,3,46371.5,0.0
OI0001880,O000744,P00655,2,68874.79,0.0
OI0001881,O000744,P00096,1,21671.98,0.0
OI0001882,O000745,P00201,2,111882.67,0.0
OI0001883,O000746,P00373,3,125903.65,0.05
OI0001884,O000747,P00885,3,58744.96,0.1
OI0001885,O000748,P00150,1,65077.11,0.05
OI0001886,O000749,P00864,1,3977.56,0.0
OI0001887,O000750,P00730,1,26297.91,0.0
OI0001888,O000750,P00564,2,51589.19,0.0
OI0001889,O000751,P00827,1,5426.88,0.1
OI0001890,O000752,P00048,1,19406.62,0.0
OI0001891,O000753,P00913,1,33229.43,0.0
OI0001892,O000753,P00939,1,37996.37,0.05
OI0001893,O000753,P00814,1,13718.1,0.15
OI0001894,O000753,P00419,1,130438.22,0.2
OI0001895,O000754,P00734,1,127664.38,0.0
OI0001896,O000754,P00152,3,16303.19,0.0
OI0001897,O000755,P00584,1,11680.2,0.0
OI0001898,O000756,P00180,1,56681.65,0.0
OI0001899,O000756,P00593,1,158456.62,0.0
OI0001900,O000756,P00055,1,82903.93,0.05
OI0001901,O000756,P00530,2,55423.95,0.05
OI0001902,O000757,P00245,1,71807.28,0.0
OI0001903,O000757,P00089,3,27032.53,0.05
OI0001904,O000757,P00398,3,51175.35,0.0
OI0001905,O000758,P00941,1,167139.41,0.1
OI0001906,O000758,P00939,2,37996.37,0.0
OI0001907,O000758,P00880,2,38331.62,0.15
OI0001908,O000759,P00372,2,6849.25,0.0
OI0001909,O000759,P00882,3,49619.81,0.0
OI0001910,O000760,P00846,1,10844.13,0.0
OI0001911,O000761,P00602,1,105139.2,0.0
OI0001912,O000762,P00990,3,1282.29,0.05
OI0001913,O000763,P00212,1,120650.83,0.0
OI0001914,O000764,P00236,1,29818.38,0.0
OI0001915,O000764,P00015,1,90844.26,0.2
OI0001916,O000764,P00944,1,29971.29,0.0
OI0001917,O000765,P00016,1,10871.79,0.0
OI0001918,O000765,P00019,1,8246.92,0.0
OI0001919,O000765,P00874,2,217612.54,0.0
OI0001920,O000765,P00973,3,12525.7,0.0
OI0001921,O000766,P00177,2,53133.36,0.0
OI0001922,O000766,P00668,3,111920.69,0.0
OI0001923,O000766,P00670,2,75329.8,0.0
OI0001924,O000767,P00951,2,15312.97,0.0
OI0001925,O000767,P00359,2,92506.49,0.0
OI0001926,O000767,P00469,1,6344.54,0.0
OI0001927,O000767,P00309,1,158894.09,0.05
OI0001928,O000768,P00055,3,82903.93,0.0
OI0001929,O000769,P00714,1,121321.99,0.15
OI0001930,O000769,P00606,2,13474.41,0.0
OI0001931,O000769,P00718,1,6675.91,0.15
OI0001932,O000770,P00448,1,41319.53,0.05
OI0001933,O000770,P01000,3,4811.39,0.05
OI0001934,O000770,P00719,1,30480.74,0.0
OI0001935,O000770,P00195,1,90239.88,0.1
OI0001936,O000771,P00984,1,63236.67,0.0
OI0001937,O000772,P00423,1,11862.09,0.05
OI0001938,O000773,P00147,2,33388.08,0.0
OI0001939,O000773,P00990,1,1282.29,0.0
OI0001940,O000774,P00492,2,150668.37,0.0
OI0001941,O000774,P00490,2,35058.14,0.0
OI0001942,O000774,P00049,3,36658.84,0.0
OI0001943,O000775,P00241,1,29772.71,0.0
OI0001944,O000775,P00879,2,33735.23,0.0
OI0001945,O000776,P00387,3,27124.07,0.05
OI0001946,O000777,P00919,3,92065.8,0.0
OI0001947,O000777,P00722,1,15279.99,0.1
OI0001948,O000777,P00820,3,94117.88,0.2
OI0001949,O000778,P00738,2,133426.35,0.15
OI0001950,O000778,P00144,3,190133.08,0.05
OI0001951,O000779,P00053,1,7770.05,0.1
OI0001952,O000779,P00341,1,7366.84,0.1
OI0001953,O000779,P00292,1,115427.01,0.2
OI0001954,O000780,P00209,2,109659.13,0.0
OI0001955,O000781,P00562,1,3909.57,0.0
OI0001956,O000782,P00013,1,12621.16,0.0
OI0001957,O000782,P00223,2,39881.91,0.0
OI0001958,O000783,P00529,1,110259.4,0.05
OI0001959,O000783,P00249,1,125869.5,0.05
OI0001960,O000784,P00712,1,138366.11,0.15
OI0001961,O000784,P00523,1,84855.46,0.2
OI0001962,O000784,P00701,1,8604.39,0.05
OI0001963,O000785,P00707,3,12968.18,0.15
OI0001964,O000786,P00505,2,166205.23,0.0
OI0001965,O000787,P00206,1,23552.58,0.0
OI0001966,O000787,P00881,1,49933.72,0.0
OI0001967,O000788,P00304,1,93653.0,0.05
OI0001968,O000788,P00249,1,125869.5,0.15
OI0001969,O000789,P00876,1,16458.12,0.0
OI0001970,O000789,P00264,1,102823.38,0.0
OI0001971,O000790,P00220,1,93551.31,0.15
OI0001972,O000790,P00054,2,39634.04,0.0
OI0001973,O000791,P00061,1,60154.88,0.1
OI0001974,O000792,P00819,1,57984.01,0.1
OI0001975,O000792,P00518,1,57407.73,0.0
OI0001976,O000792,P00272,3,109240.7,0.15
OI0001977,O000792,P00979,2,16805.09,0.05
OI0001978,O000793,P00256,1,115372.48,0.0
